"Annual commercial landings and effort for Dive fisheries in the Pacific Region, by Pacific Fishery Management Area (PFMA) and Subarea.",,,,,,,,,
"All data available through 2025, by calendar year",,,,,,,,,
"Harvest log data from Dive Fisheries fisheries are made available as a whole season after the season ends; therefore, data from 2025-26 Season are not yet available.",,,,,,,,,
,Fishery,Last Date Available,,,,,,,
Red Urchin,6BC,1990,13,1,7,4093,53036,,
Red Urchin,6BC,1990,13,2,16,12453,176766,,
Red Urchin,6BC,1990,13,9,3,3240,33536,,
Red Urchin,6BC,1990,13,10,4,10047,100644,,
Red Urchin,6BC,1990,13,26,1,1200,*,,
Red Urchin,6BC,1990,13,27,1,400,*,,
Red Urchin,6BC,1990,13,28,10,11925,166822,,
Red Urchin,6BC,1990,13,29,1,1940,*,,
Red Urchin,6BC,1990,13,31,3,1975,34892,,
Red Urchin,6BC,1990,13,32,5,3960,81445,,
Red Urchin,6BC,1990,13,33,4,3345,51229,,
Red Urchin,6BC,1990,13,40,1,155,*,,
Red Urchin,6BC,1990,13,41,1,450,*,,
Red Urchin,6BC,1990,13,Total,33,56188,751475,,
Red Urchin,6BC,1990,14,3,1,1130,*,,
Red Urchin,6BC,1990,14,8,2,1365,*,,
Red Urchin,6BC,1990,14,9,2,2045,*,,
Red Urchin,6BC,1990,14,11,1,1260,*,,
Red Urchin,6BC,1990,14,12,1,0,*,,
Red Urchin,6BC,1990,14,13,6,2110,36322,,
Red Urchin,6BC,1990,14,Total,10,7910,120595,,
Red Urchin,6BC,1990,15,5,1,2340,*,,
Red Urchin,6BC,1990,15,Total,1,2340,*,,
Red Urchin,6BC,1990,16,19,1,245,*,,
Red Urchin,6BC,1990,16,20,1,300,*,,
Red Urchin,6BC,1990,16,Total,1,545,*,,
Red Urchin,6BC,1990,17,0,1,0,*,,
Red Urchin,6BC,1990,17,2,1,0,*,,
Red Urchin,6BC,1990,17,3,4,1000,10248,,
Red Urchin,6BC,1990,17,10,3,1870,22551,,
Red Urchin,6BC,1990,17,17,4,2030,23395,,
Red Urchin,6BC,1990,17,Total,12,4900,89799,,
Red Urchin,6BC,1990,18,0,2,120,*,,
Red Urchin,6BC,1990,18,2,2,1260,*,,
Red Urchin,6BC,1990,18,3,1,330,*,,
Red Urchin,6BC,1990,18,6,5,3275,55574,,
Red Urchin,6BC,1990,18,9,1,360,*,,
Red Urchin,6BC,1990,18,11,1,185,*,,
Red Urchin,6BC,1990,18,Total,11,5530,84239,,
Red Urchin,6BC,1990,19,1,1,1432,*,,
Red Urchin,6BC,1990,19,4,3,3216,24098,,
Red Urchin,6BC,1990,19,5,3,2330,**,,
Red Urchin,6BC,1990,19,Total,7,6978,58752,,
Red Urchin,6BC,1990,20,0,1,1365,*,,
Red Urchin,6BC,1990,20,2,1,80,*,,
Red Urchin,6BC,1990,20,5,4,460,9620,,
Red Urchin,6BC,1990,20,Total,6,1905,17690,,
Red Urchin,6BC,1990,23,7,2,3730,*,,
Red Urchin,6BC,1990,23,9,2,2130,*,,
Red Urchin,6BC,1990,23,11,7,5585,53913,,
Red Urchin,6BC,1990,23,Total,9,11445,118420,,
Red Urchin,6BC,1990,24,2,7,4550,**,,
Red Urchin,6BC,1990,24,6,17,15875,166756,,
Red Urchin,6BC,1990,24,8,11,8274,106858,,
Red Urchin,6BC,1990,24,9,1,1100,*,,
Red Urchin,6BC,1990,24,Total,19,29799,321084,,
Red Urchin,6BC,1990,25,6,2,1480,*,,
Red Urchin,6BC,1990,25,7,3,3827,52776,,
Red Urchin,6BC,1990,25,15,1,420,*,,
Red Urchin,6BC,1990,25,Total,4,5727,77642,,
Red Urchin,6BC,1990,27,1,1,2860,*,,
Red Urchin,6BC,1990,27,2,4,1657,70648,,
Red Urchin,6BC,1990,27,3,1,0,*,,
Red Urchin,6BC,1990,27,9,2,2100,*,,
Red Urchin,6BC,1990,27,Total,7,6617,163413,,
Red Urchin,6BC,1990,125,1,1,1095,*,,
Red Urchin,6BC,1990,125,Total,1,1095,*,,
Red Urchin,6BC,1991,2,3,6,22905,380949,,
Red Urchin,6BC,1991,2,6,2,1555,*,,
Red Urchin,6BC,1991,2,7,5,11870,234807,,
Red Urchin,6BC,1991,2,8,1,1800,*,,
Red Urchin,6BC,1991,2,64,1,300,*,,
Red Urchin,6BC,1991,2,65,1,390,*,,
Red Urchin,6BC,1991,2,66,2,2040,*,,
Red Urchin,6BC,1991,2,67,3,2526,27747,,
Red Urchin,6BC,1991,2,78,1,0,*,,
Red Urchin,6BC,1991,2,Total,10,43386,763974,,
Red Urchin,6BC,1991,3,1,8,23060,334546,,
Red Urchin,6BC,1991,3,2,1,5200,*,,
Red Urchin,6BC,1991,3,4,1,465,*,,
Red Urchin,6BC,1991,3,Total,8,28725,391222,,
Red Urchin,6BC,1991,4,1,15,64471,915352,,
Red Urchin,6BC,1991,4,2,11,20528,203319,,
Red Urchin,6BC,1991,4,3,5,3910,**,,
Red Urchin,6BC,1991,4,4,10,17075,179688,,
Red Urchin,6BC,1991,4,5,1,402,*,,
Red Urchin,6BC,1991,4,9,7,16868,210014,,
Red Urchin,6BC,1991,4,13,9,5430,191432,,
Red Urchin,6BC,1991,4,Total,29,128684,1787824,,
Red Urchin,6BC,1991,5,0,2,7190,*,,
Red Urchin,6BC,1991,5,2,1,4400,*,,
Red Urchin,6BC,1991,5,7,2,680,*,,
Red Urchin,6BC,1991,5,8,1,460,*,,
Red Urchin,6BC,1991,5,9,11,26635,367908,,
Red Urchin,6BC,1991,5,10,25,102885,1449579,,
Red Urchin,6BC,1991,5,11,19,61176,886482,,
Red Urchin,6BC,1991,5,12,15,37343,615665,,
Red Urchin,6BC,1991,5,13,7,8258,108622,,
Red Urchin,6BC,1991,5,14,1,3300,*,,
Red Urchin,6BC,1991,5,16,2,835,*,,
Red Urchin,6BC,1991,5,17,9,35392,444049,,
Red Urchin,6BC,1991,5,20,17,68785,1102248,,
Red Urchin,6BC,1991,5,21,12,45770,597662,,
Red Urchin,6BC,1991,5,22,3,2195,26403,,
Red Urchin,6BC,1991,5,Total,37,405304,5817733,,
Red Urchin,6BC,1991,6,13,2,4750,*,,
Red Urchin,6BC,1991,6,16,2,2920,*,,
Red Urchin,6BC,1991,6,18,5,5670,65793,,
Red Urchin,6BC,1991,6,19,2,1200,*,,
Red Urchin,6BC,1991,6,20,2,2715,*,,
Red Urchin,6BC,1991,6,25,10,8530,143133,,
Red Urchin,6BC,1991,6,Total,14,25785,363412,,
Red Urchin,6BC,1991,7,0,1,1305,*,,
Red Urchin,6BC,1991,7,2,1,0,*,,
Red Urchin,6BC,1991,7,18,1,0,*,,
Red Urchin,6BC,1991,7,25,26,96785,1263624,,
Red Urchin,6BC,1991,7,27,18,17791,217604,,
Red Urchin,6BC,1991,7,28,1,2440,*,,
Red Urchin,6BC,1991,7,31,1,380,*,,
Red Urchin,6BC,1991,7,Total,29,118701,1536360,,
Red Urchin,6BC,1991,8,0,1,0,*,,
Red Urchin,6BC,1991,8,1,6,2272,36794,,
Red Urchin,6BC,1991,8,2,11,10596,123916,,
Red Urchin,6BC,1991,8,4,4,2808,31824,,
Red Urchin,6BC,1991,8,16,4,1120,**,,
Red Urchin,6BC,1991,8,Total,14,16796,210939,,
Red Urchin,6BC,1991,9,1,1,200,*,,
Red Urchin,6BC,1991,9,2,3,4980,73614,,
Red Urchin,6BC,1991,9,12,1,300,*,,
Red Urchin,6BC,1991,9,Total,3,5480,78169,,
Red Urchin,6BC,1991,10,1,4,3887,**,,
Red Urchin,6BC,1991,10,2,3,5725,127387,,
Red Urchin,6BC,1991,10,3,10,17370,306950,,
Red Urchin,6BC,1991,10,4,2,0,*,,
Red Urchin,6BC,1991,10,Total,12,26982,570152,,
Red Urchin,6BC,1991,11,2,3,4255,64573,,
Red Urchin,6BC,1991,11,Total,3,4255,64573,,
Red Urchin,6BC,1991,12,0,1,0,*,,
Red Urchin,6BC,1991,12,3,5,3977,76742,,
Red Urchin,6BC,1991,12,5,4,4595,53280,,
Red Urchin,6BC,1991,12,6,3,4085,84286,,
Red Urchin,6BC,1991,12,7,2,1170,*,,
Red Urchin,6BC,1991,12,8,8,11200,156360,,
Red Urchin,6BC,1991,12,11,4,4241,50295,,
Red Urchin,6BC,1991,12,12,2,770,*,,
Red Urchin,6BC,1991,12,13,3,2095,36900,,
Red Urchin,6BC,1991,12,16,4,3335,47155,,
Red Urchin,6BC,1991,12,18,4,5062,73694,,
Red Urchin,6BC,1991,12,39,3,1540,27180,,
Red Urchin,6BC,1991,12,41,5,1450,26419,,
Red Urchin,6BC,1991,12,Total,18,43520,663179,,
Red Urchin,6BC,1991,13,1,9,7830,86939,,
Red Urchin,6BC,1991,13,2,8,10120,163333,,
Red Urchin,6BC,1991,13,6,1,680,*,,
Red Urchin,6BC,1991,13,7,1,620,*,,
Red Urchin,6BC,1991,13,9,1,230,*,,
Red Urchin,6BC,1991,13,12,3,1970,37843,,
Red Urchin,6BC,1991,13,16,1,420,*,,
Red Urchin,6BC,1991,13,28,4,5355,80963,,
Red Urchin,6BC,1991,13,29,1,945,*,,
Red Urchin,6BC,1991,13,30,1,1395,*,,
Red Urchin,6BC,1991,13,31,3,840,26193,,
Red Urchin,6BC,1991,13,32,6,5950,78783,,
Red Urchin,6BC,1991,13,33,2,1268,*,,
Red Urchin,6BC,1991,13,35,1,440,*,,
Red Urchin,6BC,1991,13,39,4,3830,46507,,
Red Urchin,6BC,1991,13,Total,22,41893,618591,,
Red Urchin,6BC,1991,15,2,1,260,*,,
Red Urchin,6BC,1991,15,4,1,1810,*,,
Red Urchin,6BC,1991,15,Total,2,2070,*,,
Red Urchin,6BC,1991,17,0,1,235,*,,
Red Urchin,6BC,1991,17,3,5,1815,25145,,
Red Urchin,6BC,1991,17,10,1,400,*,,
Red Urchin,6BC,1991,17,18,1,530,*,,
Red Urchin,6BC,1991,17,Total,8,2980,45495,,
Red Urchin,6BC,1991,18,0,1,2149,*,,
Red Urchin,6BC,1991,18,2,6,6483,53560,,
Red Urchin,6BC,1991,18,3,3,1200,15798,,
Red Urchin,6BC,1991,18,4,2,600,*,,
Red Urchin,6BC,1991,18,6,2,1380,*,,
Red Urchin,6BC,1991,18,9,2,1000,*,,
Red Urchin,6BC,1991,18,11,1,400,*,,
Red Urchin,6BC,1991,18,Total,11,13212,138354,,
Red Urchin,6BC,1991,19,0,1,0,*,,
Red Urchin,6BC,1991,19,3,1,300,*,,
Red Urchin,6BC,1991,19,5,4,4730,66543,,
Red Urchin,6BC,1991,19,Total,5,5030,81143,,
Red Urchin,6BC,1991,20,2,1,1237,*,,
Red Urchin,6BC,1991,20,3,1,500,*,,
Red Urchin,6BC,1991,20,5,3,1690,26785,,
Red Urchin,6BC,1991,20,Total,4,3427,54489,,
Red Urchin,6BC,1991,23,5,1,700,*,,
Red Urchin,6BC,1991,23,7,1,1200,*,,
Red Urchin,6BC,1991,23,8,1,300,*,,
Red Urchin,6BC,1991,23,9,1,200,*,,
Red Urchin,6BC,1991,23,11,4,6439,77775,,
Red Urchin,6BC,1991,23,Total,5,8839,136007,,
Red Urchin,6BC,1991,24,0,2,1980,*,,
Red Urchin,6BC,1991,24,6,8,12435,168543,,
Red Urchin,6BC,1991,24,8,9,8325,**,,
Red Urchin,6BC,1991,24,Total,12,22740,343471,,
Red Urchin,6BC,1991,25,7,3,5103,**,,
Red Urchin,6BC,1991,25,13,5,7336,145615,,
Red Urchin,6BC,1991,25,15,2,3600,*,,
Red Urchin,6BC,1991,25,Total,10,16039,236164,,
Red Urchin,6BC,1991,27,2,3,10440,117774,,
Red Urchin,6BC,1991,27,4,1,1810,*,,
Red Urchin,6BC,1991,27,7,1,1210,*,,
Red Urchin,6BC,1991,27,9,2,2140,*,,
Red Urchin,6BC,1991,27,Total,5,15600,206874,,
Red Urchin,6BC,1991,29,4,2,1730,*,,
Red Urchin,6BC,1991,29,5,2,965,*,,
Red Urchin,6BC,1991,29,Total,4,2695,58362,,
Red Urchin,6BC,1991,125,1,2,2007,*,,
Red Urchin,6BC,1991,125,Total,2,2007,*,,
Red Urchin,6BC,1992,0,0,2,0,*,,
Red Urchin,6BC,1992,0,Total,2,0,*,,
Red Urchin,6BC,1992,2,6,6,11770,202327,,
Red Urchin,6BC,1992,2,7,17,49627,869153,,
Red Urchin,6BC,1992,2,8,13,25780,459770,,
Red Urchin,6BC,1992,2,10,2,4760,*,,
Red Urchin,6BC,1992,2,11,15,55962,916983,,
Red Urchin,6BC,1992,2,18,1,1060,*,,
Red Urchin,6BC,1992,2,73,1,1740,*,,
Red Urchin,6BC,1992,2,Total,24,150699,2562210,,
Red Urchin,6BC,1992,5,10,1,1360,*,,
Red Urchin,6BC,1992,5,11,1,830,*,,
Red Urchin,6BC,1992,5,13,22,63155,769398,,
Red Urchin,6BC,1992,5,14,5,18319,225825,,
Red Urchin,6BC,1992,5,16,5,32901,381914,,
Red Urchin,6BC,1992,5,17,15,22811,329262,,
Red Urchin,6BC,1992,5,20,25,163062,2490518,,
Red Urchin,6BC,1992,5,21,24,123773,1936811,,
Red Urchin,6BC,1992,5,22,13,38921,540545,,
Red Urchin,6BC,1992,5,Total,39,465132,6693213,,
Red Urchin,6BC,1992,6,9,33,213701,2971443,,
Red Urchin,6BC,1992,6,10,1,300,*,,
Red Urchin,6BC,1992,6,11,10,14848,259727,,
Red Urchin,6BC,1992,6,13,51,179639,2438030,,
Red Urchin,6BC,1992,6,14,24,41314,631992,,
Red Urchin,6BC,1992,6,15,28,109033,1677790,,
Red Urchin,6BC,1992,6,16,24,39587,674367,,
Red Urchin,6BC,1992,6,17,14,20854,320759,,
Red Urchin,6BC,1992,6,18,3,730,12757,,
Red Urchin,6BC,1992,6,20,1,920,*,,
Red Urchin,6BC,1992,6,Total,71,620926,8999048,,
Red Urchin,6BC,1992,7,0,1,120,*,,
Red Urchin,6BC,1992,7,3,1,1200,*,,
Red Urchin,6BC,1992,7,9,1,545,*,,
Red Urchin,6BC,1992,7,13,1,900,*,,
Red Urchin,6BC,1992,7,18,55,361507,4930111,,
Red Urchin,6BC,1992,7,23,1,0,*,,
Red Urchin,6BC,1992,7,25,2,5625,*,,
Red Urchin,6BC,1992,7,31,20,50234,681617,,
Red Urchin,6BC,1992,7,Total,59,420131,5759514,,
Red Urchin,6BC,1992,8,1,1,1385,*,,
Red Urchin,6BC,1992,8,2,13,16473,225462,,
Red Urchin,6BC,1992,8,3,1,490,*,,
Red Urchin,6BC,1992,8,4,4,2995,41018,,
Red Urchin,6BC,1992,8,Total,16,21343,297986,,
Red Urchin,6BC,1992,9,0,1,7880,*,,
Red Urchin,6BC,1992,9,1,2,695,*,,
Red Urchin,6BC,1992,9,2,6,8960,156748,,
Red Urchin,6BC,1992,9,12,2,350,*,,
Red Urchin,6BC,1992,9,Total,9,17885,343980,,
Red Urchin,6BC,1992,10,2,1,0,*,,
Red Urchin,6BC,1992,10,Total,1,0,*,,
Red Urchin,6BC,1992,11,0,1,960,*,,
Red Urchin,6BC,1992,11,2,1,1670,*,,
Red Urchin,6BC,1992,11,Total,2,2630,*,,
Red Urchin,6BC,1992,12,0,2,2920,*,,
Red Urchin,6BC,1992,12,1,1,520,*,,
Red Urchin,6BC,1992,12,5,11,10347,159599,,
Red Urchin,6BC,1992,12,6,8,4870,89387,,
Red Urchin,6BC,1992,12,7,1,340,*,,
Red Urchin,6BC,1992,12,8,3,4156,79840,,
Red Urchin,6BC,1992,12,11,18,12369,228593,,
Red Urchin,6BC,1992,12,12,10,9994,132072,,
Red Urchin,6BC,1992,12,13,2,600,*,,
Red Urchin,6BC,1992,12,15,1,0,*,,
Red Urchin,6BC,1992,12,16,1,250,*,,
Red Urchin,6BC,1992,12,18,5,5552,113556,,
Red Urchin,6BC,1992,12,19,1,485,*,,
Red Urchin,6BC,1992,12,21,1,330,*,,
Red Urchin,6BC,1992,12,39,2,2000,*,,
Red Urchin,6BC,1992,12,41,5,3490,68190,,
Red Urchin,6BC,1992,12,Total,45,58223,989657,,
Red Urchin,6BC,1992,13,0,1,300,*,,
Red Urchin,6BC,1992,13,1,9,5989,59666,,
Red Urchin,6BC,1992,13,2,6,5900,87565,,
Red Urchin,6BC,1992,13,6,1,4180,*,,
Red Urchin,6BC,1992,13,25,6,2560,78825,,
Red Urchin,6BC,1992,13,28,5,5970,102408,,
Red Urchin,6BC,1992,13,31,1,760,*,,
Red Urchin,6BC,1992,13,33,1,1225,*,,
Red Urchin,6BC,1992,13,35,2,2205,*,,
Red Urchin,6BC,1992,13,39,5,2200,84670,,
Red Urchin,6BC,1992,13,Total,20,31289,572549,,
Red Urchin,6BC,1992,14,13,1,1755,*,,
Red Urchin,6BC,1992,14,Total,1,1755,*,,
Red Urchin,6BC,1992,17,1,1,0,*,,
Red Urchin,6BC,1992,17,2,1,0,*,,
Red Urchin,6BC,1992,17,3,3,2545,33454,,
Red Urchin,6BC,1992,17,10,2,480,*,,
Red Urchin,6BC,1992,17,17,3,390,7614,,
Red Urchin,6BC,1992,17,Total,10,3415,56472,,
Red Urchin,6BC,1992,18,0,1,2760,*,,
Red Urchin,6BC,1992,18,1,2,200,*,,
Red Urchin,6BC,1992,18,2,5,2360,52840,,
Red Urchin,6BC,1992,18,5,1,790,*,,
Red Urchin,6BC,1992,18,6,9,8195,95511,,
Red Urchin,6BC,1992,18,7,1,445,*,,
Red Urchin,6BC,1992,18,Total,17,14750,183159,,
Red Urchin,6BC,1992,19,4,2,850,*,,
Red Urchin,6BC,1992,19,5,7,5109,45907,,
Red Urchin,6BC,1992,19,6,1,275,*,,
Red Urchin,6BC,1992,19,Total,9,6234,58712,,
Red Urchin,6BC,1992,20,5,6,9553,101730,,
Red Urchin,6BC,1992,20,Total,6,9553,101730,,
Red Urchin,6BC,1992,23,7,1,790,*,,
Red Urchin,6BC,1992,23,11,3,4800,**,,
Red Urchin,6BC,1992,23,Total,4,5590,86084,,
Red Urchin,6BC,1992,24,0,1,600,*,,
Red Urchin,6BC,1992,24,6,8,13550,**,,
Red Urchin,6BC,1992,24,8,14,14220,301399,,
Red Urchin,6BC,1992,24,Total,15,28370,550610,,
Red Urchin,6BC,1992,25,13,1,320,*,,
Red Urchin,6BC,1992,25,Total,1,320,*,,
Red Urchin,6BC,1992,27,1,1,1500,*,,
Red Urchin,6BC,1992,27,2,1,1530,*,,
Red Urchin,6BC,1992,27,7,2,2700,*,,
Red Urchin,6BC,1992,27,9,2,2710,*,,
Red Urchin,6BC,1992,27,Total,6,8440,140726,,
Red Urchin,6BC,1992,29,4,2,250,*,,
Red Urchin,6BC,1992,29,5,8,2358,**,,
Red Urchin,6BC,1992,29,Total,10,2608,38252,,
Red Urchin,6BC,1992,106,2,1,907,*,,
Red Urchin,6BC,1992,106,Total,1,907,*,,
Red Urchin,6BC,1993,1,3,4,5620,52583,,
Red Urchin,6BC,1993,1,5,3,2480,61343,,
Red Urchin,6BC,1993,1,7,7,7340,119802,,
Red Urchin,6BC,1993,1,Total,12,15440,233728,,
Red Urchin,6BC,1993,2,7,5,3162,46850,,
Red Urchin,6BC,1993,2,8,1,200,*,,
Red Urchin,6BC,1993,2,11,1,120,*,,
Red Urchin,6BC,1993,2,12,3,7735,69519,,
Red Urchin,6BC,1993,2,13,1,280,*,,
Red Urchin,6BC,1993,2,14,6,12190,162712,,
Red Urchin,6BC,1993,2,15,5,6380,91706,,
Red Urchin,6BC,1993,2,17,2,1676,*,,
Red Urchin,6BC,1993,2,18,3,950,38020,,
Red Urchin,6BC,1993,2,31,1,3000,*,,
Red Urchin,6BC,1993,2,Total,12,35693,489854,,
Red Urchin,6BC,1993,3,1,19,21905,**,,
Red Urchin,6BC,1993,3,6,1,1160,*,,
Red Urchin,6BC,1993,3,Total,19,23065,241612,,
Red Urchin,6BC,1993,4,1,29,28541,433675,,
Red Urchin,6BC,1993,4,2,40,72314,849737,,
Red Urchin,6BC,1993,4,3,24,32826,387840,,
Red Urchin,6BC,1993,4,4,19,18563,245207,,
Red Urchin,6BC,1993,4,5,1,267,*,,
Red Urchin,6BC,1993,4,9,10,13567,134488,,
Red Urchin,6BC,1993,4,11,1,1180,*,,
Red Urchin,6BC,1993,4,13,12,25980,245857,,
Red Urchin,6BC,1993,4,Total,64,193238,2326781,,
Red Urchin,6BC,1993,5,9,7,4883,112390,,
Red Urchin,6BC,1993,5,10,16,12690,134318,,
Red Urchin,6BC,1993,5,11,28,30724,371619,,
Red Urchin,6BC,1993,5,12,18,19267,232958,,
Red Urchin,6BC,1993,5,Total,44,67564,851285,,
Red Urchin,6BC,1993,6,5,1,180,*,,
Red Urchin,6BC,1993,6,9,62,192126,2466824,,
Red Urchin,6BC,1993,6,10,39,62183,773089,,
Red Urchin,6BC,1993,6,11,4,2260,31907,,
Red Urchin,6BC,1993,6,13,35,91767,1464545,,
Red Urchin,6BC,1993,6,17,3,872,**,,
Red Urchin,6BC,1993,6,Total,69,349388,4745693,,
Red Urchin,6BC,1993,7,1,1,160,*,,
Red Urchin,6BC,1993,7,3,11,10001,119552,,
Red Urchin,6BC,1993,7,4,2,3234,*,,
Red Urchin,6BC,1993,7,8,1,1120,*,,
Red Urchin,6BC,1993,7,9,35,54560,769904,,
Red Urchin,6BC,1993,7,12,6,3228,16550,,
Red Urchin,6BC,1993,7,19,13,12370,243310,,
Red Urchin,6BC,1993,7,20,10,4265,79590,,
Red Urchin,6BC,1993,7,21,2,380,*,,
Red Urchin,6BC,1993,7,23,1,320,*,,
Red Urchin,6BC,1993,7,25,17,28170,384226,,
Red Urchin,6BC,1993,7,26,1,250,*,,
Red Urchin,6BC,1993,7,27,11,6702,125404,,
Red Urchin,6BC,1993,7,31,5,9665,122380,,
Red Urchin,6BC,1993,7,32,16,21455,344946,,
Red Urchin,6BC,1993,7,Total,53,155880,2262145,,
Red Urchin,6BC,1993,9,1,1,650,*,,
Red Urchin,6BC,1993,9,2,1,200,*,,
Red Urchin,6BC,1993,9,Total,2,850,*,,
Red Urchin,6BC,1993,10,1,3,5960,**,,
Red Urchin,6BC,1993,10,2,12,23233,208121,,
Red Urchin,6BC,1993,10,3,8,7111,126560,,
Red Urchin,6BC,1993,10,4,2,2100,*,,
Red Urchin,6BC,1993,10,Total,16,38404,402738,,
Red Urchin,6BC,1993,11,1,2,2400,*,,
Red Urchin,6BC,1993,11,2,6,7080,**,,
Red Urchin,6BC,1993,11,Total,6,9480,141986,,
Red Urchin,6BC,1993,12,0,1,485,*,,
Red Urchin,6BC,1993,12,1,3,2584,30686,,
Red Urchin,6BC,1993,12,3,4,2020,16522,,
Red Urchin,6BC,1993,12,5,21,16130,187274,,
Red Urchin,6BC,1993,12,6,3,1460,38922,,
Red Urchin,6BC,1993,12,7,3,965,**,,
Red Urchin,6BC,1993,12,8,6,5207,74304,,
Red Urchin,6BC,1993,12,11,15,7380,86501,,
Red Urchin,6BC,1993,12,12,4,1432,13637,,
Red Urchin,6BC,1993,12,13,3,1585,14523,,
Red Urchin,6BC,1993,12,16,10,3719,40934,,
Red Urchin,6BC,1993,12,18,15,8631,109947,,
Red Urchin,6BC,1993,12,19,5,4380,54299,,
Red Urchin,6BC,1993,12,39,5,1630,22878,,
Red Urchin,6BC,1993,12,41,3,580,8800,,
Red Urchin,6BC,1993,12,Total,46,58188,716408,,
Red Urchin,6BC,1993,13,0,1,600,*,,
Red Urchin,6BC,1993,13,1,4,1180,43656,,
Red Urchin,6BC,1993,13,2,6,2350,51323,,
Red Urchin,6BC,1993,13,10,1,400,*,,
Red Urchin,6BC,1993,13,11,1,800,*,,
Red Urchin,6BC,1993,13,16,1,365,*,,
Red Urchin,6BC,1993,13,23,3,800,12668,,
Red Urchin,6BC,1993,13,25,6,2620,22860,,
Red Urchin,6BC,1993,13,26,2,120,*,,
Red Urchin,6BC,1993,13,27,4,1545,15050,,
Red Urchin,6BC,1993,13,28,11,6755,88751,,
Red Urchin,6BC,1993,13,29,3,1119,12840,,
Red Urchin,6BC,1993,13,30,1,500,*,,
Red Urchin,6BC,1993,13,31,3,1100,13410,,
Red Urchin,6BC,1993,13,35,2,1065,*,,
Red Urchin,6BC,1993,13,39,1,480,*,,
Red Urchin,6BC,1993,13,41,1,200,*,,
Red Urchin,6BC,1993,13,Total,26,21999,320712,,
Red Urchin,6BC,1993,17,2,1,360,*,,
Red Urchin,6BC,1993,17,3,1,378,*,,
Red Urchin,6BC,1993,17,9,1,310,*,,
Red Urchin,6BC,1993,17,10,2,740,*,,
Red Urchin,6BC,1993,17,17,2,440,*,,
Red Urchin,6BC,1993,17,Total,7,2228,40761,,
Red Urchin,6BC,1993,18,1,1,200,*,,
Red Urchin,6BC,1993,18,2,6,1956,14162,,
Red Urchin,6BC,1993,18,4,1,395,*,,
Red Urchin,6BC,1993,18,5,5,4534,48217,,
Red Urchin,6BC,1993,18,6,6,3575,42681,,
Red Urchin,6BC,1993,18,7,1,297,*,,
Red Urchin,6BC,1993,18,11,5,4400,50021,,
Red Urchin,6BC,1993,18,Total,22,15357,166935,,
Red Urchin,6BC,1993,19,4,1,1000,*,,
Red Urchin,6BC,1993,19,5,5,3980,**,,
Red Urchin,6BC,1993,19,Total,5,4980,45504,,
Red Urchin,6BC,1993,20,5,4,2505,24626,,
Red Urchin,6BC,1993,20,Total,4,2505,24626,,
Red Urchin,6BC,1993,23,11,10,7453,91670,,
Red Urchin,6BC,1993,23,Total,10,7453,91670,,
Red Urchin,6BC,1993,24,6,13,16221,**,,
Red Urchin,6BC,1993,24,7,1,450,*,,
Red Urchin,6BC,1993,24,Total,13,16671,203966,,
Red Urchin,6BC,1993,25,6,1,2420,*,,
Red Urchin,6BC,1993,25,Total,1,2420,*,,
Red Urchin,6BC,1993,27,1,1,430,*,,
Red Urchin,6BC,1993,27,2,5,2345,35833,,
Red Urchin,6BC,1993,27,5,3,1720,**,,
Red Urchin,6BC,1993,27,7,4,2760,27554,,
Red Urchin,6BC,1993,27,9,4,2485,20328,,
Red Urchin,6BC,1993,27,Total,10,9740,106872,,
Red Urchin,6BC,1993,29,4,1,388,*,,
Red Urchin,6BC,1993,29,Total,1,388,*,,
Red Urchin,6BC,1993,106,2,1,860,*,,
Red Urchin,6BC,1993,106,Total,1,860,*,,
Red Urchin,6BC,1993,123,3,1,300,*,,
Red Urchin,6BC,1993,123,Total,1,300,*,,
Red Urchin,6BC,1994,0,0,1,1200,*,,
Red Urchin,6BC,1994,0,Total,1,1200,*,,
Red Urchin,6BC,1994,1,1,8,3777,41649,,
Red Urchin,6BC,1994,1,2,2,625,*,,
Red Urchin,6BC,1994,1,3,23,26198,269776,,
Red Urchin,6BC,1994,1,5,1,0,*,,
Red Urchin,6BC,1994,1,7,20,18379,157516,,
Red Urchin,6BC,1994,1,Total,37,48979,488226,,
Red Urchin,6BC,1994,2,3,1,440,*,,
Red Urchin,6BC,1994,2,4,1,350,*,,
Red Urchin,6BC,1994,2,6,9,4605,30573,,
Red Urchin,6BC,1994,2,7,15,18247,212954,,
Red Urchin,6BC,1994,2,8,11,11291,119454,,
Red Urchin,6BC,1994,2,11,18,29918,265524,,
Red Urchin,6BC,1994,2,12,10,10335,70509,,
Red Urchin,6BC,1994,2,13,1,3590,*,,
Red Urchin,6BC,1994,2,14,5,3680,39475,,
Red Urchin,6BC,1994,2,17,5,5480,50081,,
Red Urchin,6BC,1994,2,18,6,6818,59951,,
Red Urchin,6BC,1994,2,31,9,8250,121827,,
Red Urchin,6BC,1994,2,67,3,1337,23946,,
Red Urchin,6BC,1994,2,68,5,10280,144476,,
Red Urchin,6BC,1994,2,88,1,160,*,,
Red Urchin,6BC,1994,2,94,2,1720,*,,
Red Urchin,6BC,1994,2,95,1,335,*,,
Red Urchin,6BC,1994,2,96,4,3205,36270,,
Red Urchin,6BC,1994,2,98,1,720,*,,
